38.235	36.235	37.235	38.235	48.731
48.731	50.731	55.731	54.731	44.229
44.229	42.229	44.229	46.229	34.729
34.729	37.729	37.729	36.729	32.233
32.233	32.233	31.233	23.233	39.739
39.739	40.739	42.739	37.739	36.249
36.249	36.249	37.249	38.249	42.762
42.762	45.762	46.762	38.762	34.278
34.278	36.278	36.278	36.278	35.798
35.798	36.798	37.798	36.798	46.321
46.321	48.321	50.321	47.321	33.849
33.849	37.849	38.849	36.849	43.380
43.380	41.380	46.380	47.380	44.916
44.916	43.916	44.916	44.916	43.456
43.456	45.456	50.456	42.456	45.000
45.000	45.000	49.000	49.000	36.549
36.549	36.549	35.549	28.549	36.102
36.102	40.102	39.102	32.102	40.661
40.661	42.661	42.661	41.661	34.224
34.224	34.224	36.224	30.224	25.793
25.793	24.793	23.793	21.793	27.366
27.366	32.366	36.366	38.366	41.946
41.946	39.946	39.946	39.946	28.530
28.530	30.530	30.530	30.530	37.120
37.120	41.120	41.120	38.120	35.716
35.716	35.716	33.716	29.716	29.318
29.318	31.318	34.318	26.318	34.926
34.926	38.926	42.926	40.926	20.540
20.540	20.540	25.540	18.540	26.160
26.160	28.160	31.160	26.160	24.787
24.787	27.787	27.787	23.787	30.420
30.420	28.420	29.420	21.420	32.059
32.059	36.059	38.059	32.059	19.706
19.706	18.706	16.706	18.706	17.359
17.359	18.359	18.359	13.359	28.019
28.019	30.019	29.019	29.019	22.686
22.686	27.686	32.686	24.686	33.360
33.360	37.360	36.360	33.360	23.041
23.041	26.041	31.041	26.041	20.729
20.729	23.729	27.729	24.729	29.425
29.425	29.425	33.425	33.425	18.129
18.129	23.129	22.129	20.129	23.840
23.840	22.840	27.840	23.840	17.559
17.559	17.559	15.559	9.559	27.285
27.285	32.285	35.285	37.285	31.019
31.019	29.019	27.019	26.019	21.761
21.761	23.761	25.761	25.761	16.512
16.512	16.512	18.512	13.512	30.270
30.270	32.270	35.270	34.270	14.036
14.036	12.036	14.036	8.036	18.811
18.811	17.811	20.811	19.811	19.594
19.594	17.594	15.594	12.594	24.385
24.385	22.385	21.385	22.385	24.184
24.184	24.184	23.184	19.184	25.993
25.993	26.993	28.993	22.993	20.809
20.809	23.809	26.809	18.809	23.634
23.634	28.634	26.634	27.634	21.468
21.468	24.468	28.468	29.468	15.311
15.311	18.311	18.311	11.311	30.162
30.162	28.162	33.162	31.162	21.022
21.022	19.022	17.022	9.022	19.891
19.891	24.891	28.891	29.891	25.769
25.769	26.769	31.769	31.769	10.656
10.656	10.656	9.656	11.656	24.551
24.551	26.551	29.551	27.551	16.456
16.456	16.456	18.456	10.456	21.369
21.369	19.369	18.369	10.369	23.292
23.292	26.292	28.292	21.292	13.224
13.224	14.224	14.224	10.224	26.164
26.164	24.164	27.164	28.164	26.114
26.114	31.114	31.114	32.114	25.073
25.073	25.073	29.073	30.073	30.041
30.041	35.041	38.041	35.041	26.018
26.018	28.018	33.018	26.018	28.005
28.005	28.005	33.005	35.005	15.000
15.000	15.000	15.000	15.000	23.005
23.005	24.005	28.005	24.005	28.018
28.018	26.018	30.018	32.018	17.041
17.041	15.041	14.041	10.041	19.073
19.073	18.073	21.073	20.073	19.114
19.114	19.114	17.114	12.114	10.164
10.164	14.164	15.164	12.164	10.224
10.224	13.224	16.224	9.224	25.292
25.292	23.292	24.292	22.292	28.369
28.369	29.369	31.369	29.369	19.456
19.456	20.456	24.456	23.456	19.551
19.551	19.551	23.551	24.551	17.656
17.656	19.656	21.656	13.656	18.769
18.769	17.769	20.769	16.769	11.891
11.891	10.891	8.891	0.891	16.022
16.022	18.022	16.022	13.022	11.162
11.162	9.162	13.162	7.162	23.311
23.311	25.311	24.311	22.311	12.468
12.468	13.468	13.468	12.468	13.634
13.634	15.634	15.634	9.634	23.809
23.809	24.809	28.809	26.809	22.993
22.993	20.993	21.993	17.993	21.184
21.184	19.184	24.184	17.184	32.385
32.385	37.385	41.385	43.385	23.594
23.594	23.594	23.594	21.594	13.811
13.811	12.811	11.811	5.811	32.036
32.036	30.036	28.036	25.036	29.270
29.270	34.270	32.270	33.270	16.512
16.512	21.512	21.512	18.512	33.761
33.761	36.761	35.761	33.761	16.019
16.019	15.019	19.019	11.019	34.285
34.285	32.285	37.285	37.285	18.559
18.559	19.559	24.559	20.559	15.840
15.840	15.840	13.840	8.840	35.129
35.129	35.129	39.129	33.129	18.425
18.425	20.425	22.425	19.425	27.729
27.729	31.729	33.729	28.729	18.041
18.041	16.041	19.041	19.041	16.360
16.360	19.360	22.360	16.360	24.686
24.686	29.686	32.686	30.686	23.019
23.019	24.019	28.019	25.019	34.359
34.359	36.359	37.359	33.359	27.706
27.706	30.706	35.706	27.706	30.059
30.059	29.059	29.059	31.059	33.420
33.420	36.420	39.420	40.420	24.787
24.787	22.787	23.787	21.787	20.160
20.160	23.160	24.160	20.160	38.540
38.540	37.540	37.540	36.540	25.926
25.926	29.926	34.926	26.926	33.318
33.318	36.318	37.318	32.318	20.716
20.716	21.716	24.716	22.716	34.120
34.120	34.120	34.120	30.120	37.530
37.530	37.530	36.530	37.530	23.946
23.946	21.946	19.946	19.946	38.366
38.366	37.366	40.366	40.366	31.793
31.793	31.793	30.793	25.793	28.224
28.224	30.224	31.224	27.224	28.661
28.661	29.661	27.661	20.661	28.102
28.102	27.102	26.102	18.102	44.549
44.549	43.549	42.549	44.549	43.000
43.000	46.000	49.000	46.000	31.456
31.456	31.456	32.456	27.456	41.916
41.916	44.916	46.916	43.916	31.380
31.380	31.380	32.380	30.380	40.849
40.849	40.849	39.849	32.849	34.321
34.321	39.321	43.321	36.321	27.798
27.798	26.798	24.798	23.798	41.278
41.278	44.278	45.278	46.278	29.762
29.762	34.762	33.762	29.762	31.249
31.249	31.249	34.249	34.249	34.739
34.739	38.739	42.739	41.739	46.233
46.233	46.233	44.233	42.233	38.729
38.729	40.729	41.729	37.729	31.229
31.229	32.229	31.229	30.229	43.731
43.731	45.731	49.731	43.731	42.235
42.235	45.235	43.235	35.235	33.742
33.742	38.742	36.742	31.742	45.251
45.251	50.251	50.251	50.251	40.763
40.763	39.763	40.763	36.763	36.276
36.276	39.276	44.276	45.276	45.791
45.791	47.791	47.791	40.791	44.307
44.307	43.307	43.307	44.307	36.825
36.825	36.825	37.825	29.825	44.344
44.344	45.344	49.344	51.344	36.864
36.864	40.864	40.864	34.864	49.385
49.385	52.385	50.385	47.385	44.907
44.907	47.907	47.907	46.907	47.430
47.430	46.430	49.430	44.430	58.953
58.953	57.953	57.953	49.953	57.476
57.476	56.476	54.476	49.476	45.000
45.000	49.000	47.000	42.000	55.524
55.524	55.524	55.524	50.524	49.047
49.047	52.047	51.047	43.047	50.570
50.570	51.570	49.570	44.570	50.093
50.093	52.093	56.093	49.093	48.615
48.615	52.615	53.615	50.615	57.136
57.136	59.136	61.136	61.136	60.656
60.656	60.656	59.656	57.656	51.175
51.175	52.175	52.175	49.175	51.693
51.693	56.693	56.693	53.693	59.209
59.209	61.209	64.209	58.209	55.724
55.724	58.724	59.724	58.724	53.237
53.237	55.237	56.237	57.237	53.749
53.749	53.749	56.749	51.749	62.258
62.258	67.258	68.258	62.258	51.765
51.765	56.765	55.765	47.765	67.269
67.269	69.269	68.269	70.269	59.771
59.771	64.771	66.771	61.771	65.271
65.271	67.271	72.271	67.271	68.767
68.767	66.767	65.767	58.767	54.261
54.261	58.261	56.261	48.261	70.751
70.751	75.751	79.751	73.751	52.238
52.238	53.238	55.238	56.238	65.722
65.722	70.722	70.722	64.722	58.202
58.202	57.202	61.202	55.202	56.679
56.679	55.679	56.679	53.679	73.151
73.151	74.151	79.151	73.151	61.620
61.620	59.620	64.620	65.620	69.084
69.084	72.084	72.084	64.084	56.544
56.544	61.544	63.544	56.544	70.000
70.000	68.000	70.000	72.000	57.451
57.451	57.451	57.451	50.451	67.898
67.898	67.898	69.898	68.898	58.339
58.339	61.339	64.339	59.339	58.776
58.776	62.776	64.776	62.776	66.207
66.207	65.207	70.207	71.207	75.634
75.634	73.634	77.634	72.634	64.054
64.054	69.054	69.054	70.054	63.470
63.470	64.470	64.470	60.470	59.880
59.880	62.880	66.880	63.880	79.284
79.284	82.284	86.284	80.284	68.682
68.682	70.682	75.682	70.682	68.074
68.074	70.074	74.074	66.074	68.460
68.460	70.460	71.460	70.460	65.840
65.840	65.840	65.840	67.840	75.213
75.213	78.213	80.213	76.213	68.580
68.580	66.580	65.580	66.580	65.941
65.941	65.941	70.941	70.941	82.294
82.294	86.294	85.294	81.294	67.641
67.641	68.641	68.641	67.641	71.981
71.981	76.981	77.981	72.981	76.314
76.314	81.314	82.314	83.314	81.640
81.640	83.640	86.640	81.640	73.959
73.959	74.959	73.959	66.959	71.271
71.271	76.271	74.271	75.271	76.575
76.575	81.575	81.575	73.575	69.871
69.871	69.871	73.871	73.871	84.160
84.160	86.160	86.160	83.160	75.441
75.441	79.441	79.441	71.441	76.715
76.715	81.715	86.715	82.715	73.981
73.981	73.981	78.981	70.981	67.239
67.239	68.239	67.239	67.239	77.488
77.488	78.488	82.488	78.488	73.730
73.730	71.730	76.730	75.730	66.964
66.964	67.964	65.964	58.964	76.189
76.189	77.189	77.189	69.189	81.406
81.406	81.406	84.406	78.406	74.615
74.615	78.615	78.615	80.615	69.816
69.816	69.816	68.816	66.816	70.007
70.007	70.007	73.007	72.007	81.191
81.191	82.191	80.191	77.191	88.366
88.366	88.366	93.366	93.366	85.532
85.532	89.532	89.532	84.532	78.689
78.689	78.689	80.689	78.689	81.838
81.838	83.838	86.838	83.838	70.978
70.978	74.978	74.978	66.978	76.109
76.109	79.109	84.109	86.109	80.231
80.231	85.231	87.231	88.231	72.344
72.344	77.344	82.344	81.344	78.449
78.449	81.449	80.449	76.449	74.544
74.544	79.544	81.544	73.544	70.631
70.631	74.631	77.631	76.631	72.708
72.708	70.708	70.708	63.708	75.776
75.776	77.776	77.776	70.776	77.836
77.836	79.836	78.836	80.836	85.886
85.886	84.886	83.886	78.886	88.927
88.927	87.927	91.927	88.927	75.959
75.959	76.959	75.959	73.959	85.982
85.982	88.982	88.982	82.982	81.995
81.995	84.995	87.995	87.995	79.000
79.000	81.000	84.000	83.000	84.995
84.995	86.995	91.995	93.995	72.982
72.982	76.982	79.982	81.982	70.959
70.959	74.959	79.959	74.959	72.927
72.927	74.927	77.927	71.927	0.000
